_match_key,event_id,match_confidence,home_team,away_team,is_home,status,goals_prevented,goals_prevented_value,crosses,crosses_value,dribbles,dribbles_value,offsides,offsides_value,shots_off_target,shots_off_target_value,shots_on_target,shots_on_target_value,counter_attacks,counter_attacks_value,corner_kicks,corner_kicks_value,possession_lost,possession_lost_value,big_chances,big_chances_value,clearances,clearances_value,tackles,tackles_value,expected_goals,expected_goals_value,long_balls,long_balls_value,free_kicks,free_kicks_value,ball_possession,ball_possession_value,interceptions,interceptions_value,big_chances_missed,big_chances_missed_value,blocked_shots,blocked_shots_value,passes,passes_value,goalkeeper_saves,goalkeeper_saves_value,red_cards,red_cards_value,total_shots,total_shots_value,duels_won,duels_won_value,fouls,fouls_value,accurate_passes,accurate_passes_value,yellow_cards,yellow_cards_value,shots_outside_box,shots_outside_box_value,goal_kicks,goal_kicks_value,shots_inside_box,shots_inside_box_value,throw_ins,throw_ins_value,counter_attack_shots,counter_attack_shots_value,aerials_won,aerials_won_value,error,lookup_error
game:4376766|team:the celtic football club,12477056,2.39,Kilmarnock,Celtic,False,finished,,,3/12 (25%),3.0,9/19 (47%),9.0,0,0.0,2,2.0,6,6.0,,,4,4.0,,,3,3.0,44,44.0,11,11.0,,,33/68 (49%),33.0,14,14.0,66%,66.0,3,3.0,2,2.0,2,2.0,552,552.0,6,6.0,,,10,10.0,,,10,10.0,456,456.0,3,3.0,5,5.0,7,7.0,5,5.0,34,34.0,,,,,,
game:4396687|team:vitoria sport clube,12514069,2.42,Santa Clara,VitÃ³ria SC,False,finished,1.78,1.7843,3/18 (17%),3.0,3/7 (43%),3.0,0,0.0,1,1.0,3,3.0,,,4,4.0,,,2,2.0,22,22.0,17,17.0,0.53,0.53,31/60 (52%),31.0,17,17.0,63%,63.0,6,6.0,2,2.0,1,1.0,439,439.0,6,6.0,1,1.0,5,5.0,,,19,19.0,360,360.0,4,4.0,1,1.0,14,14.0,4,4.0,15,15.0,,,,,,
game:4393213|team:fenerbahce spor kulubu,12530863,2.47,FenerbahÃ§e,Sivasspor,True,finished,0.74,0.7402,6/26 (23%),6.0,10/17 (59%),10.0,2,2.0,12,12.0,8,8.0,,,8,8.0,,,5,5.0,16,16.0,21,21.0,3.39,3.39,22/38 (58%),22.0,14,14.0,55%,55.0,6,6.0,2,2.0,4,4.0,444,444.0,1,1.0,,,24,24.0,,,11,11.0,376,376.0,1,1.0,10,10.0,5,5.0,14,14.0,14,14.0,,,,,,
game:4393206|team:galatasaray spor kulubu,12530858,2.47,Galatasaray,Samsunspor,True,finished,0.01,0.015,8/23 (35%),8.0,3/8 (38%),3.0,1,1.0,10,10.0,7,7.0,,,7,7.0,,,4,4.0,17,17.0,6,6.0,2.18,2.18,26/52 (50%),26.0,13,13.0,59%,59.0,10,10.0,2,2.0,2,2.0,390,390.0,3,3.0,,,19,19.0,,,13,13.0,313,313.0,3,3.0,6,6.0,7,7.0,13,13.0,15,15.0,,,,,,
game:4393208|team:trabzonspor kulubu,12530861,2.39,Ã‡aykur Rizespor,Trabzonspor,False,finished,-0.43,-0.4299,3/19 (16%),3.0,13/21 (62%),13.0,1,1.0,5,5.0,3,3.0,,,5,5.0,,,1,1.0,9,9.0,19,19.0,0.68,0.68,24/58 (41%),24.0,14,14.0,49%,49.0,11,11.0,1,1.0,3,3.0,425,425.0,4,4.0,,,11,11.0,,,17,17.0,343,343.0,3,3.0,1,1.0,6,6.0,10,10.0,15,15.0,,,,,,
game:4396693|team:sporting clube de braga,12514071,2.55,Sporting Braga,Sporting CP,True,finished,-1.90,-1.9017,1/5 (20%),1.0,4/9 (44%),4.0,2,2.0,0,0.0,2,2.0,,,0,0.0,,,2,2.0,21,21.0,22,22.0,0.76,0.76,19/49 (39%),19.0,13,13.0,29%,29.0,8,8.0,0,0.0,1,1.0,258,258.0,2,2.0,,,3,3.0,,,20,20.0,189,189.0,5,5.0,1,1.0,11,11.0,2,2.0,14,14.0,,,,,,
game:4396693|team:sporting clube de portugal,12514071,2.55,Sporting Braga,Sporting CP,False,finished,-0.94,-0.9383,3/20 (15%),3.0,13/27 (48%),13.0,1,1.0,5,5.0,6,6.0,,,5,5.0,,,3,3.0,11,11.0,11,11.0,0.85,0.85,16/35 (46%),16.0,20,20.0,71%,71.0,2,2.0,1,1.0,2,2.0,611,611.0,0,0.0,,,13,13.0,,,13,13.0,541,541.0,4,4.0,6,6.0,3,3.0,7,7.0,18,18.0,,,,,,
game:4445792|team:besiktas jimnastik kulubu,12764315,2.335,BeÅŸiktaÅŸ JK,MalmÃ¶ FF,True,finished,2.09,2.0929,1/10 (10%),1.0,5/12 (42%),5.0,,,6,6.0,5,5.0,,,2,2.0,,,2,2.0,22,22.0,30,30.0,0.91,0.91,29/44 (66%),29.0,9,9.0,54%,54.0,17,17.0,1,1.0,3,3.0,528,528.0,6,6.0,,,14,14.0,,,7,7.0,454,454.0,3,3.0,5,5.0,3,3.0,9,9.0,13,13.0,,,,,,
game:4445051|team:sport lisboa e benfica,12764064,2.47,FC Bayern MÃ¼nchen,Benfica,False,finished,0.62,0.6165,0/4 (0%),0.0,10/19 (53%),10.0,3,3.0,1,1.0,0,0.0,,,0,0.0,,,0,0.0,39,39.0,26,26.0,0.08,0.08,15/40 (38%),15.0,8,8.0,26%,26.0,13,13.0,,,0,0.0,316,316.0,9,9.0,,,1,1.0,,,8,8.0,252,252.0,2,2.0,1,1.0,12,12.0,0,0.0,19,19.0,,,,,,
game:4445395|team:rangers football club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
game:4445372|team:futebol clube do porto,12764076,2.42,Lazio,FC Porto,False,finished,-0.26,-0.2633,3/16 (19%),3.0,3/12 (25%),3.0,2,2.0,4,4.0,1,1.0,,,5,5.0,,,1,1.0,31,31.0,21,21.0,0.57,0.57,34/56 (61%),34.0,11,11.0,52%,52.0,7,7.0,1,1.0,2,2.0,452,452.0,3,3.0,,,7,7.0,,,16,16.0,374,374.0,6,6.0,1,1.0,8,8.0,6,6.0,20,20.0,,,,,,
game:4445132|team:the celtic football club,12764172,2.305,Celtic,RB Leipzig,True,finished,0.06,0.0602,4/16 (25%),4.0,11/15 (73%),11.0,2,2.0,8,8.0,5,5.0,,,7,7.0,,,2,2.0,21,21.0,22,22.0,1.79,1.79,16/29 (55%),16.0,13,13.0,60%,60.0,5,5.0,0,0.0,4,4.0,649,649.0,2,2.0,,,17,17.0,,,7,7.0,590,590.0,0,0.0,5,5.0,5,5.0,12,12.0,12,12.0,,,,,,
game:4445538|team:vitoria sport clube,12765003,2.42,VitÃ³ria SC,MladÃ¡ Boleslav,True,finished,0.01,0.0091000000000001,9/31 (29%),9.0,5/11 (45%),5.0,0,0.0,10,10.0,12,12.0,,,11,11.0,,,3,3.0,11,11.0,19,19.0,2.40,2.4,22/47 (47%),22.0,7,7.0,53%,53.0,12,12.0,1,1.0,3,3.0,463,463.0,4,4.0,,,25,25.0,,,5,5.0,388,388.0,1,1.0,11,11.0,5,5.0,14,14.0,19,19.0,,,,,,
game:4445106|team:fussballclub red bull salzburg,12764236,2.47,Feyenoord,Red Bull Salzburg,False,finished,-0.66,-0.658,2/12 (17%),2.0,11/16 (69%),11.0,3,3.0,4,4.0,3,3.0,,,3,3.0,,,2,2.0,21,21.0,16,16.0,1.82,1.82,31/64 (48%),31.0,14,14.0,42%,42.0,6,6.0,1,1.0,2,2.0,403,403.0,3,3.0,0,0.0,9,9.0,,,13,13.0,314,314.0,2,2.0,2,2.0,11,11.0,7,7.0,11,11.0,,,,,,
game:4445385|team:fenerbahce spor kulubu,12764205,2.305,AZ Alkmaar,FenerbahÃ§e,False,finished,-0.20,-0.1995,4/12 (33%),4.0,7/16 (44%),7.0,0,0.0,2,2.0,6,6.0,,,3,3.0,,,3,3.0,20,20.0,21,21.0,2.32,2.32,35/59 (59%),35.0,14,14.0,53%,53.0,7,7.0,2,2.0,3,3.0,501,501.0,0,0.0,,,11,11.0,,,12,12.0,407,407.0,6,6.0,3,3.0,3,3.0,8,8.0,15,15.0,,,,,,
game:4445427|team:galatasaray spor kulubu,12764247,2.39,Galatasaray,Tottenham Hotspur,True,finished,0.45,0.454,10/29 (34%),10.0,10/19 (53%),10.0,4,4.0,12,12.0,10,10.0,,,8,8.0,,,8,8.0,4,4.0,35,35.0,3.12,3.12,34/67 (51%),34.0,10,10.0,54%,54.0,18,18.0,6,6.0,6,6.0,446,446.0,1,1.0,0,0.0,28,28.0,,,14,14.0,360,360.0,3,3.0,8,8.0,3,3.0,20,20.0,23,23.0,,,,,,
game:4445504|team:sporting clube de braga,12764427,2.385,IF Elfsborg,Sporting Braga,False,finished,0.16,0.1619,2/23 (9%),2.0,13/24 (54%),13.0,0,0.0,4,4.0,2,2.0,,,6,6.0,,,2,2.0,25,25.0,17,17.0,1.36,1.36,22/71 (31%),22.0,13,13.0,63%,63.0,8,8.0,2,2.0,5,5.0,639,639.0,2,2.0,,,11,11.0,,,8,8.0,519,519.0,2,2.0,7,7.0,6,6.0,4,4.0,17,17.0,,,,,,
game:4445108|team:sporting clube de portugal,12764498,2.47,Sporting CP,Manchester City,True,finished,-0.32,-0.3159,0/1 (0%),0.0,2/9 (22%),2.0,1,1.0,2,2.0,6,6.0,,,1,1.0,,,6,6.0,18,18.0,20,20.0,2.87,2.87,14/38 (37%),14.0,8,8.0,27%,27.0,6,6.0,2,2.0,1,1.0,228,228.0,4,4.0,,,9,9.0,,,8,8.0,182,182.0,3,3.0,1,1.0,12,12.0,8,8.0,11,11.0,,,,,,
game:4393196|team:besiktas jimnastik kulubu,12530869,2.42,BeÅŸiktaÅŸ JK,KasÄ±mpaÅŸa,True,finished,-1.23,-1.2277,6/21 (29%),6.0,15/24 (63%),15.0,1,1.0,4,4.0,3,3.0,,,7,7.0,,,3,3.0,19,19.0,13,13.0,1.49,1.49,28/58 (48%),28.0,20,20.0,55%,55.0,5,5.0,2,2.0,4,4.0,429,429.0,1,1.0,0,0.0,11,11.0,,,14,14.0,336,336.0,1,1.0,2,2.0,11,11.0,9,9.0,20,20.0,,,,,,
game:4396738|team:sport lisboa e benfica,12514063,2.47,SC Farense,Benfica,False,finished,-0.19,-0.1889,7/31 (23%),7.0,10/23 (43%),10.0,4,4.0,6,6.0,7,7.0,,,8,8.0,,,2,2.0,13,13.0,17,17.0,1.53,1.53,39/53 (74%),39.0,10,10.0,70%,70.0,10,10.0,,,5,5.0,670,670.0,3,3.0,,,18,18.0,,,5,5.0,593,593.0,0,0.0,10,10.0,3,3.0,8,8.0,22,22.0,,,,,,
game:4396734|team:futebol clube do porto,12514066,2.42,FC Porto,Estoril Praia,True,finished,2.08,2.0785,5/22 (23%),5.0,9/16 (56%),9.0,1,1.0,4,4.0,10,10.0,,,9,9.0,,,7,7.0,6,6.0,18,18.0,3.16,3.16,42/59 (71%),42.0,9,9.0,69%,69.0,4,4.0,3,3.0,2,2.0,695,695.0,5,5.0,,,16,16.0,,,7,7.0,634,634.0,0,0.0,4,4.0,3,3.0,12,12.0,20,20.0,,,,,,
game:4396739|team:vitoria sport clube,12514060,2.42,VitÃ³ria SC,Moreirense,True,finished,0.26,0.2574,2/27 (7%),2.0,1/9 (11%),1.0,1,1.0,6,6.0,4,4.0,,,9,9.0,,,1,1.0,21,21.0,14,14.0,0.44,0.44,40/65 (62%),40.0,16,16.0,54%,54.0,6,6.0,1,1.0,1,1.0,433,433.0,2,2.0,,,11,11.0,,,17,17.0,356,356.0,0,0.0,7,7.0,9,9.0,4,4.0,23,23.0,,,,,,
game:4375310|team:fussballclub red bull salzburg,12481092,2.423,Red Bull Salzburg,Grazer AK 1902,True,finished,,,7/23 (30%),7.0,19/36 (53%),19.0,1,1.0,10,10.0,3,3.0,,,5,5.0,,,0,0.0,10,10.0,16,16.0,,,31/63 (49%),31.0,21,21.0,69%,69.0,5,5.0,0,0.0,3,3.0,600,600.0,3,3.0,1,1.0,16,16.0,,,9,9.0,509,509.0,3,3.0,9,9.0,6,6.0,7,7.0,26,26.0,,,,,,
game:4393200|team:fenerbahce spor kulubu,12530873,2.39,Trabzonspor,FenerbahÃ§e,False,finished,-0.18,-0.1774,10/28 (36%),10.0,5/12 (42%),5.0,1,1.0,7,7.0,9,9.0,,,10,10.0,,,3,3.0,26,26.0,13,13.0,2.14,2.14,25/50 (50%),25.0,13,13.0,52%,52.0,7,7.0,1,1.0,4,4.0,311,311.0,3,3.0,,,20,20.0,,,12,12.0,236,236.0,2,2.0,5,5.0,7,7.0,15,15.0,12,12.0,,,,,,
game:4393200|team:trabzonspor kulubu,12530873,2.39,Trabzonspor,FenerbahÃ§e,True,finished,-0.26,-0.264,11/30 (37%),11.0,3/12 (25%),3.0,3,3.0,7,7.0,4,4.0,,,9,9.0,,,4,4.0,24,24.0,9,9.0,2.18,2.18,24/52 (46%),24.0,10,10.0,48%,48.0,5,5.0,2,2.0,3,3.0,289,289.0,6,6.0,,,14,14.0,,,13,13.0,221,221.0,7,7.0,3,3.0,8,8.0,11,11.0,17,17.0,,,,,,
game:4396740|team:sporting clube de braga,12514059,2.5,FC Arouca,Sporting Braga,False,finished,0.35,0.3549,4/21 (19%),4.0,10/15 (67%),10.0,3,3.0,8,8.0,3,3.0,,,4,4.0,,,3,3.0,44,44.0,15,15.0,1.99,1.99,19/42 (45%),19.0,9,9.0,40%,40.0,6,6.0,1,1.0,5,5.0,333,333.0,2,2.0,,,16,16.0,,,15,15.0,262,262.0,2,2.0,6,6.0,7,7.0,10,10.0,19,19.0,,,,,,
game:4396735|team:sporting clube de portugal,12514067,2.5,Sporting CP,CF Estrela Amadora,True,finished,0.66,0.6599,4/14 (29%),4.0,15/28 (54%),15.0,0,0.0,5,5.0,8,8.0,,,12,12.0,,,8,8.0,7,7.0,15,15.0,3.33,3.33,21/31 (68%),21.0,15,15.0,64%,64.0,6,6.0,3,3.0,7,7.0,480,480.0,4,4.0,,,20,20.0,,,13,13.0,423,423.0,0,0.0,7,7.0,9,9.0,13,13.0,13,13.0,,,,,,
game:4397426|team:vitoria sport clube,12522416,2.5,Sporting Braga,VitÃ³ria SC,False,finished,,,4/15 (27%),4.0,7/17 (41%),7.0,5,5.0,6,6.0,4,4.0,,,5,5.0,,,1,1.0,26,26.0,17,17.0,1.02,1.02,24/48 (50%),24.0,15,15.0,39%,39.0,11,11.0,1,1.0,1,1.0,310,310.0,2,2.0,1,1.0,11,11.0,,,5,5.0,251,251.0,6,6.0,6,6.0,8,8.0,5,5.0,18,18.0,,,,,,
game:4376602|team:the celtic football club,12477076,2.42,Celtic,Dundee FC,True,finished,,,7/31 (23%),7.0,7/16 (44%),7.0,1,1.0,12,12.0,5,5.0,,,7,7.0,,,7,7.0,8,8.0,13,13.0,,,30/43 (70%),30.0,6,6.0,80%,80.0,3,3.0,5,5.0,7,7.0,784,784.0,1,1.0,,,24,24.0,,,12,12.0,717,717.0,1,1.0,8,8.0,5,5.0,16,16.0,17,17.0,,,,,,
game:4376601|team:rangers football club,12477075,2.39,Aberdeen,Rangers,False,finished,,,11/30 (37%),11.0,15/24 (63%),15.0,3,3.0,10,10.0,3,3.0,,,6,6.0,,,2,2.0,17,17.0,23,23.0,,,13/36 (36%),13.0,6,6.0,63%,63.0,11,11.0,2,2.0,4,4.0,421,421.0,4,4.0,,,17,17.0,,,20,20.0,354,354.0,4,4.0,7,7.0,6,6.0,10,10.0,21,21.0,,,,,,
game:4393189|team:besiktas jimnastik kulubu,12530880,2.42,Galatasaray,BeÅŸiktaÅŸ JK,False,finished,0.26,0.2631,2/14 (14%),2.0,13/23 (57%),13.0,3,3.0,5,5.0,2,2.0,,,5,5.0,,,1,1.0,22,22.0,16,16.0,0.59,0.59,20/53 (38%),20.0,19,19.0,61%,61.0,5,5.0,1,1.0,1,1.0,443,443.0,4,4.0,,,8,8.0,,,13,13.0,353,353.0,3,3.0,1,1.0,10,10.0,7,7.0,29,29.0,,,,,,
game:4396667|team:sport lisboa e benfica,12514051,2.39,Benfica,Rio Ave,True,finished,0.00,0.0,10/24 (42%),10.0,9/24 (38%),9.0,5,5.0,8,8.0,14,14.0,,,8,8.0,,,4,4.0,5,5.0,17,17.0,2.38,2.38,20/34 (59%),20.0,9,9.0,62%,62.0,12,12.0,2,2.0,7,7.0,527,527.0,0,0.0,,,29,29.0,,,12,12.0,459,459.0,1,1.0,10,10.0,4,4.0,19,19.0,25,25.0,,,,,,
game:4396660|team:futebol clube do porto,12514057,2.5,AVS - Futebol SAD,FC Porto,False,finished,0.13,0.1304,12/23 (52%),12.0,6/19 (32%),6.0,,,4,4.0,7,7.0,,,3,3.0,,,5,5.0,10,10.0,16,16.0,2.45,2.45,24/41 (59%),24.0,8,8.0,59%,59.0,6,6.0,1,1.0,1,1.0,610,610.0,1,1.0,,,12,12.0,,,11,11.0,537,537.0,1,1.0,0,0.0,4,4.0,12,12.0,16,16.0,,,,,,
game:4376599|team:rangers football club,12477079,2.305,Rangers,St. Mirren,True,finished,,,3/21 (14%),3.0,13/28 (46%),13.0,2,2.0,5,5.0,7,7.0,,,7,7.0,,,4,4.0,22,22.0,15,15.0,,,37/72 (51%),37.0,9,9.0,74%,74.0,13,13.0,2,2.0,4,4.0,608,608.0,2,2.0,,,16,16.0,,,10,10.0,508,508.0,2,2.0,6,6.0,8,8.0,10,10.0,26,26.0,,,,,,
game:4376598|team:the celtic football club,12477080,2.39,Motherwell,Celtic,False,finished,,,4/21 (19%),4.0,5/10 (50%),5.0,1,1.0,4,4.0,10,10.0,,,10,10.0,,,3,3.0,17,17.0,19,19.0,,,27/43 (63%),27.0,11,11.0,78%,78.0,9,9.0,1,1.0,6,6.0,769,769.0,2,2.0,0,0.0,20,20.0,,,9,9.0,687,687.0,2,2.0,6,6.0,4,4.0,14,14.0,17,17.0,,,,,,
game:4396665|team:vitoria sport clube,12514055,2.45,CF Estrela Amadora,VitÃ³ria SC,False,finished,-0.21,-0.2144,9/22 (41%),9.0,5/17 (29%),5.0,2,2.0,4,4.0,3,3.0,,,4,4.0,,,3,3.0,15,15.0,16,16.0,1.51,1.51,21/46 (46%),21.0,17,17.0,61%,61.0,7,7.0,2,2.0,3,3.0,443,443.0,0,0.0,,,10,10.0,,,18,18.0,366,366.0,3,3.0,3,3.0,7,7.0,7,7.0,27,27.0,,,,,,
game:4393195|team:fenerbahce spor kulubu,12530878,2.47,FenerbahÃ§e,Bodrum FK,True,finished,0.02,0.0166,9/28 (32%),9.0,8/16 (50%),8.0,0,0.0,10,10.0,5,5.0,,,9,9.0,,,4,4.0,10,10.0,20,20.0,1.58,1.58,28/53 (53%),28.0,6,6.0,66%,66.0,7,7.0,2,2.0,4,4.0,572,572.0,1,1.0,,,19,19.0,,,15,15.0,494,494.0,2,2.0,4,4.0,6,6.0,15,15.0,20,20.0,,,,,,
game:4393189|team:galatasaray spor kulubu,12530880,2.42,Galatasaray,BeÅŸiktaÅŸ JK,True,finished,-0.04,-0.035,9/26 (35%),9.0,12/19 (63%),12.0,1,1.0,9,9.0,6,6.0,,,8,8.0,,,3,3.0,26,26.0,24,24.0,1.99,1.99,21/50 (42%),21.0,13,13.0,39%,39.0,9,9.0,2,2.0,5,5.0,270,270.0,1,1.0,,,20,20.0,,,21,21.0,199,199.0,4,4.0,6,6.0,6,6.0,14,14.0,20,20.0,,,,,,
game:4393187|team:trabzonspor kulubu,12530876,2.39,GÃ¶ztepe,Trabzonspor,False,finished,0.47,0.4733,5/22 (23%),5.0,9/15 (60%),9.0,0,0.0,5,5.0,3,3.0,,,4,4.0,,,2,2.0,14,14.0,20,20.0,1.89,1.89,36/74 (49%),36.0,11,11.0,70%,70.0,7,7.0,1,1.0,6,6.0,572,572.0,5,5.0,0,0.0,14,14.0,,,11,11.0,473,473.0,3,3.0,4,4.0,10,10.0,10,10.0,23,23.0,,,,,,
game:4396664|team:sporting clube de braga,12514052,2.55,Sporting Braga,SC Farense,True,finished,0.26,0.2627,7/31 (23%),7.0,15/21 (71%),15.0,2,2.0,7,7.0,6,6.0,,,10,10.0,,,5,5.0,11,11.0,14,14.0,2.90,2.9,25/47 (53%),25.0,12,12.0,72%,72.0,10,10.0,3,3.0,5,5.0,664,664.0,2,2.0,,,18,18.0,,,12,12.0,573,573.0,1,1.0,6,6.0,4,4.0,12,12.0,21,21.0,,,,,,
game:4396663|team:sporting clube de portugal,12514056,2.47,FamalicÃ£o,Sporting CP,False,finished,0.13,0.1274,5/24 (21%),5.0,15/23 (65%),15.0,2,2.0,9,9.0,13,13.0,,,8,8.0,,,4,4.0,13,13.0,17,17.0,3.60,3.6,19/38 (50%),19.0,7,7.0,63%,63.0,7,7.0,2,2.0,11,11.0,541,541.0,1,1.0,,,33,33.0,,,10,10.0,474,474.0,1,1.0,11,11.0,3,3.0,22,22.0,24,24.0,,,,,,
game:4445402|team:besiktas jimnastik kulubu,12764234,2.5,Olympique Lyonnais,BeÅŸiktaÅŸ JK,False,finished,1.08,1.0833,3/6 (50%),3.0,14/22 (64%),14.0,1,1.0,4,4.0,5,5.0,,,0,0.0,,,3,3.0,38,38.0,21,21.0,1.82,1.82,18/53 (34%),18.0,7,7.0,42%,42.0,14,14.0,2,2.0,3,3.0,399,399.0,8,8.0,,,12,12.0,,,11,11.0,317,317.0,6,6.0,5,5.0,9,9.0,7,7.0,14,14.0,,,,,,
game:4445086|team:sport lisboa e benfica,12764105,2.39,Benfica,Feyenoord,True,finished,-1.18,-1.1815,6/24 (25%),6.0,3/8 (38%),3.0,4,4.0,3,3.0,8,8.0,,,6,6.0,,,3,3.0,10,10.0,24,24.0,1.68,1.68,31/53 (58%),31.0,10,10.0,63%,63.0,8,8.0,2,2.0,5,5.0,531,531.0,3,3.0,,,16,16.0,,,13,13.0,461,461.0,2,2.0,7,7.0,8,8.0,9,9.0,31,31.0,,,,,,
game:4445354|team:futebol clube do porto,12764030,2.335,FC Porto,TSG Hoffenheim,True,finished,0.02,0.0179,5/20 (25%),5.0,13/24 (54%),13.0,2,2.0,2,2.0,4,4.0,,,6,6.0,,,0,0.0,20,20.0,13,13.0,0.59,0.59,37/52 (71%),37.0,9,9.0,45%,45.0,9,9.0,0,0.0,5,5.0,390,390.0,1,1.0,,,11,11.0,,,16,16.0,333,333.0,3,3.0,3,3.0,13,13.0,8,8.0,13,13.0,,,,,,
game:4445358|team:rangers football club,12763984,2.39,Rangers,FCSB,True,finished,0.25,0.2486,2/9 (22%),2.0,12/22 (55%),12.0,0,0.0,6,6.0,7,7.0,,,4,4.0,,,2,2.0,18,18.0,32,32.0,1.86,1.86,24/41 (59%),24.0,15,15.0,54%,54.0,13,13.0,1,1.0,10,10.0,451,451.0,1,1.0,,,23,23.0,,,19,19.0,380,380.0,3,3.0,12,12.0,5,5.0,11,11.0,15,15.0,,,,,,
game:4445078|team:the celtic football club,12763972,2.39,Atalanta,Celtic,False,finished,1.07,1.0662,1/9 (11%),1.0,6/16 (38%),6.0,1,1.0,2,2.0,2,2.0,,,4,4.0,,,0,0.0,48,48.0,20,20.0,0.26,0.26,18/46 (39%),18.0,4,4.0,34%,34.0,6,6.0,0,0.0,0,0.0,333,333.0,6,6.0,,,4,4.0,,,9,9.0,263,263.0,1,1.0,2,2.0,14,14.0,2,2.0,11,11.0,,,,,,
game:4445556|team:vitoria sport clube,12764905,2.335,DjurgÃ¥rdens IF,VitÃ³ria SC,False,finished,-0.20,-0.1967,2/12 (17%),2.0,9/18 (50%),9.0,1,1.0,5,5.0,3,3.0,,,6,6.0,,,4,4.0,35,35.0,16,16.0,1.17,1.17,16/35 (46%),16.0,17,17.0,43%,43.0,9,9.0,3,3.0,6,6.0,341,341.0,2,2.0,,,14,14.0,,,17,17.0,272,272.0,5,5.0,5,5.0,8,8.0,9,9.0,13,13.0,,,,,,
game:4445209|team:fussballclub red bull salzburg,12764456,2.55,Red Bull Salzburg,GNK Dinamo Zagreb,True,finished,0.21,0.2105,6/27 (22%),6.0,9/20 (45%),9.0,1,1.0,6,6.0,2,2.0,,,7,7.0,,,1,1.0,21,21.0,13,13.0,1.17,1.17,29/42 (69%),29.0,8,8.0,49%,49.0,7,7.0,1,1.0,3,3.0,445,445.0,3,3.0,1,1.0,11,11.0,,,10,10.0,384,384.0,3,3.0,6,6.0,5,5.0,5,5.0,17,17.0,,,,,,
game:4445403|team:fenerbahce spor kulubu,12764133,2.39,FenerbahÃ§e,Manchester United,True,finished,0.10,0.099,5/19 (26%),5.0,6/16 (38%),6.0,1,1.0,3,3.0,5,5.0,,,5,5.0,,,3,3.0,11,11.0,16,16.0,1.15,1.15,13/32 (41%),13.0,14,14.0,52%,52.0,12,12.0,2,2.0,2,2.0,485,485.0,4,4.0,,,10,10.0,,,12,12.0,415,415.0,2,2.0,1,1.0,5,5.0,9,9.0,16,16.0,,,,,,
game:4445430|team:galatasaray spor kulubu,12764270,2.305,Galatasaray,IF Elfsborg,True,finished,-0.44,-0.4359,12/26 (46%),12.0,14/21 (67%),14.0,2,2.0,8,8.0,11,11.0,,,5,5.0,,,8,8.0,19,19.0,16,16.0,3.34,3.34,36/55 (65%),36.0,12,12.0,66%,66.0,10,10.0,6,6.0,4,4.0,568,568.0,3,3.0,,,23,23.0,,,5,5.0,486,486.0,0,0.0,3,3.0,4,4.0,20,20.0,15,15.0,,,,,,
game:4445584|team:sporting clube de braga,12764177,2.47,Sporting Braga,BodÃ¸/Glimt,True,finished,-1.20,-1.2042,7/22 (32%),7.0,15/20 (75%),15.0,0,0.0,5,5.0,11,11.0,,,9,9.0,,,3,3.0,14,14.0,17,17.0,2.37,2.37,41/66 (62%),41.0,11,11.0,52%,52.0,11,11.0,2,2.0,4,4.0,548,548.0,1,1.0,1,1.0,20,20.0,,,15,15.0,474,474.0,4,4.0,7,7.0,7,7.0,13,13.0,19,19.0,,,,,,
game:4445142|team:sporting clube de portugal,12764511,2.423,SK Sturm Graz,Sporting CP,False,finished,1.20,1.1967,3/10 (30%),3.0,10/15 (67%),10.0,2,2.0,7,7.0,5,5.0,,,4,4.0,,,3,3.0,24,24.0,16,16.0,1.50,1.5,41/62 (66%),41.0,8,8.0,59%,59.0,5,5.0,1,1.0,3,3.0,565,565.0,5,5.0,,,15,15.0,,,8,8.0,490,490.0,0,0.0,5,5.0,8,8.0,10,10.0,24,24.0,,,,,,
game:4393178|team:besiktas jimnastik kulubu,12530887,2.5,BeÅŸiktaÅŸ JK,Konyaspor,True,finished,0.33,0.3297,3/14 (21%),3.0,8/14 (57%),8.0,1,1.0,6,6.0,7,7.0,,,9,9.0,,,5,5.0,15,15.0,8,8.0,3.05,3.05,20/51 (39%),20.0,10,10.0,56%,56.0,10,10.0,3,3.0,5,5.0,530,530.0,2,2.0,,,18,18.0,,,16,16.0,443,443.0,2,2.0,2,2.0,11,11.0,16,16.0,22,22.0,,,,,,
game:4376724|team:rangers football club,12477088,2.39,Kilmarnock,Rangers,False,finished,,,3/18 (17%),3.0,8/15 (53%),8.0,2,2.0,6,6.0,3,3.0,,,6,6.0,,,2,2.0,13,13.0,14,14.0,,,25/59 (42%),25.0,12,12.0,68%,68.0,12,12.0,2,2.0,6,6.0,567,567.0,1,1.0,,,15,15.0,,,13,13.0,459,459.0,3,3.0,6,6.0,9,9.0,9,9.0,21,21.0,,,,,,
game:4376721|team:the celtic football club,12477090,2.39,Celtic,Aberdeen,True,finished,,,8/35 (23%),8.0,6/21 (29%),6.0,0,0.0,11,11.0,7,7.0,,,18,18.0,,,4,4.0,11,11.0,11,11.0,,,22/35 (63%),22.0,15,15.0,73%,73.0,8,8.0,3,3.0,14,14.0,693,693.0,1,1.0,,,32,32.0,,,12,12.0,621,621.0,1,1.0,10,10.0,5,5.0,22,22.0,14,14.0,,,,,,
